津A18099,2020-02-07 21:13:58.650536,2020-02-07 21:39:58.650536,2020-02-07 21:34:46.650536,0091,1581082486,35,37c0d347dc8f2e2285281991b4e3c8a9,312.00
津A24750,2020-02-07 01:42:26.650536,2020-02-07 01:49:26.650536,2020-02-07 01:48:02.650536,0122,1581011282,35,2c53e5353b449ae8a418e56210a54f28,262.00
津A36009,2020-02-07 23:37:43.650536,2020-02-08 00:06:43.650536,2020-02-08 00:00:55.650536,0013,1581091255,35,c3efb5a24128254e3ce674b836a11b12,318.00
津A36463,2020-02-07 21:42:54.650536,2020-02-07 21:47:54.650536,2020-02-07 21:46:54.650536,0136,1581083214,32,de94d3cbff5c902955870ebacd33cba6,257.00
津A28551,2020-02-07 17:55:24.650536,2020-02-07 18:03:24.650536,2020-02-07 18:01:48.650536,0183,1581069708,30,01761627a1fcb7bf7ea024526edace58,419.00
津A29976,2020-02-07 02:36:33.650536,2020-02-07 02:48:33.650536,2020-02-07 02:46:09.650536,0060,1581014769,31,34d7edd7d2f891a4e7ee857b3d172048,238.00
津A29289,2020-02-07 04:25:04.650536,2020-02-07 04:54:04.650536,2020-02-07 04:48:16.650536,0119,1581022096,32,2dd6abe9f400cbb3c587c92f3acdf467,435.00
津A22443,2020-02-07 15:59:25.650536,2020-02-07 16:27:25.650536,2020-02-07 16:21:49.650536,0070,1581063709,33,0f3fdb1dc883e88edff586338e11603f,294.00
津A16902,2020-02-07 03:33:35.650536,2020-02-07 04:03:35.650536,2020-02-07 03:57:35.650536,0114,1581019055,33,e12a5c4e0a7b285934e114b840706cb0,203.00
津A28352,2020-02-07 04:46:24.650536,2020-02-07 05:04:24.650536,2020-02-07 05:00:48.650536,0032,1581022848,34,accc60c2601e1a8c728f79717bb0a31c,216.00
津A47771,2020-02-06 19:33:11.650536,2020-02-06 19:45:11.650536,2020-02-06 19:42:47.650536,0105,1580989367,32,1957923b091dae281db208eeee4ec99a,237.00
津A34236,2020-02-06 22:59:29.650536,2020-02-06 23:13:29.650536,2020-02-06 23:10:41.650536,0116,1581001841,33,93e91939251c4c77272899d543903eec,378.00
津A25446,2020-02-06 21:59:01.650536,2020-02-06 22:29:01.650536,2020-02-06 22:23:01.650536,0170,1580998981,35,3e4fbfa7ecedaf6bf98a76367d0748d4,406.00
津A22218,2020-02-06 22:22:04.650536,2020-02-06 22:43:04.650536,2020-02-06 22:38:52.650536,0012,1580999932,34,3afc6756f3d0a0afcc7c35f4ca3e2095,455.00
津A25173,2020-02-06 08:41:51.650536,2020-02-06 09:11:51.650536,2020-02-06 09:05:51.650536,0096,1580951151,30,8ce563805859a066fdd5aae2b8a38ee2,245.00
津A23297,2020-02-06 07:16:24.650536,2020-02-06 07:31:24.650536,2020-02-06 07:28:24.650536,0107,1580945304,35,3550c53440fcb0d2d8a3158a759f41ec,377.00
津A48420,2020-02-06 08:12:48.650536,2020-02-06 08:34:48.650536,2020-02-06 08:30:24.650536,0172,1580949024,33,5f368ab14c4b983a77196ac4db109e03,482.00
津A22391,2020-02-06 19:33:23.650536,2020-02-06 19:40:23.650536,2020-02-06 19:38:59.650536,0030,1580989139,35,77dbc81efd49ddf495f72c0529a3aa7a,436.00
津A87187,2020-02-06 22:01:31.650536,2020-02-06 22:12:31.650536,2020-02-06 22:10:19.650536,0186,1580998219,32,b87927e2d2c2723f866bd66850cf04a6,455.00
津A28546,2020-02-06 07:54:08.650536,2020-02-06 08:12:08.650536,2020-02-06 08:08:32.650536,0151,1580947712,31,191bd9ccf324d4f4dc30bf10eb3c79c2,334.00
津A25690,2020-02-05 00:49:19.650536,2020-02-05 01:19:19.650536,2020-02-05 01:13:19.650536,0092,1580836399,33,09f574151b196a64ab62a65a27545c86,491.00
津A37419,2020-02-05 14:20:38.650536,2020-02-05 14:40:38.650536,2020-02-05 14:36:38.650536,0197,1580884598,30,12a1b37eb092dd4aee8d3ee1a8e31fa9,489.00
津A25641,2020-02-05 06:57:03.650536,2020-02-05 07:04:03.650536,2020-02-05 07:02:39.650536,0188,1580857359,33,ea8e50642824288a5a22db97ff66d69f,370.00
津A22912,2020-02-05 08:24:02.650536,2020-02-05 08:37:02.650536,2020-02-05 08:34:26.650536,0190,1580862866,32,47245cafa6380d75c961bb3a182d1270,454.00
津A15147,2020-02-05 13:50:40.650536,2020-02-05 14:05:40.650536,2020-02-05 14:02:40.650536,0077,1580882560,35,6bfe4d05afb86589253bf4e49b8fec1e,263.00
津A13076,2020-02-05 20:23:33.650536,2020-02-05 20:37:33.650536,2020-02-05 20:34:45.650536,0165,1580906085,34,c43a7f38c7aecd4cfbd1c2c96e877c78,286.00
津A46613,2020-02-05 17:52:45.650536,2020-02-05 18:16:45.650536,2020-02-05 18:11:57.650536,0173,1580897517,32,358888dc8d70d89880087c11319acf8d,241.00
津A36971,2020-02-05 15:59:57.650536,2020-02-05 16:08:57.650536,2020-02-05 16:07:09.650536,0040,1580890029,32,7347d1546c8323b9872cedb0044cdb3f,469.00
津A26662,2020-02-05 20:51:57.650536,2020-02-05 21:09:57.650536,2020-02-05 21:06:21.650536,0054,1580907981,30,7af679e6ca1b7c0cd1cc640603c28c21,321.00
津A35443,2020-02-05 07:27:37.650536,2020-02-05 07:34:37.650536,2020-02-05 07:33:13.650536,0179,1580859193,30,b57189eeed1441bda228a42b11423be2,295.00
津A11085,2020-02-04 23:36:02.650536,2020-02-04 23:55:02.650536,2020-02-04 23:51:14.650536,0173,1580831474,32,5bc17bf10414364f0189474f678f9c0b,469.00
津A34719,2020-02-04 07:48:39.650536,2020-02-04 08:14:39.650536,2020-02-04 08:09:27.650536,0090,1580774967,33,68491b317b83c3cb66aae9a1c1244710,302.00
津A46949,2020-02-04 10:43:07.650536,2020-02-04 11:07:07.650536,2020-02-04 11:02:19.650536,0103,1580785339,34,2c4d94b18e4be21168d19cb0ac95a98c,350.00
津A19862,2020-02-04 09:52:32.650536,2020-02-04 09:58:32.650536,2020-02-04 09:57:20.650536,0142,1580781440,30,8abff920cc20c508dffb524981dfdf5b,427.00
津A34950,2020-02-04 14:47:02.650536,2020-02-04 15:05:02.650536,2020-02-04 15:01:26.650536,0151,1580799686,33,19f3da21358e19048dac9f16e081f468,361.00
津A15745,2020-02-04 21:32:18.650536,2020-02-04 21:39:18.650536,2020-02-04 21:37:54.650536,0013,1580823474,31,d3ebebf6977b4b13573d7f1f178e440c,277.00
津A42464,2020-02-04 06:27:35.650536,2020-02-04 06:53:35.650536,2020-02-04 06:48:23.650536,0179,1580770103,34,4dd061d6db2c312cf8c41656d3ed55f3,385.00
津A40209,2020-02-04 10:59:05.650536,2020-02-04 11:22:05.650536,2020-02-04 11:17:29.650536,0033,1580786249,31,34b26c0d1279d5904e71c437e6c0623e,387.00
津A72341,2020-02-04 16:08:38.650536,2020-02-04 16:18:38.650536,2020-02-04 16:16:38.650536,0172,1580804198,30,37a9b39361a4776bbe1d561692396ecf,419.00
